ID,Name,Type1,Type2,HP,Atk,Def,Sp Atk,Sp Def,Spe,Color,Height,Weight,Pokedex
373,Salamence,DRAGON,FLYING,95,135,80,100,110,80,Blue,1.5,102.6,It's uncontrollable if enraged. It flies around spouting flames and scorching fields and mountains.
374,Beldum,STEEL,PSYCHIC,40,55,80,30,35,60,Blue,0.6,95.2,"It converses with others by using magnetic pulses. In a swarm, they move in perfect unison."
375,Metang,STEEL,PSYCHIC,60,75,100,50,55,80,Blue,1.2,202.5,"It is formed by two Beldum joining together. Its two brains are linked, amplifying its psychic power."
376,Metagross,STEEL,PSYCHIC,80,135,130,70,95,90,Blue,1.6,550.0,"Metang combined to form it. With four brains, it has the intelligence of a supercomputer."
377,Regirock,ROCK,None,80,100,200,50,50,100,Brown,1.7,230.0,The same rocks that form its body have been found in ground layers around the world.
378,Regice,ICE,None,80,50,100,50,100,200,Blue,1.8,175.0,Its body is made of ice from the ice age. It controls frigid air of -328 degrees Fahrenheit.
379,Registeel,STEEL,None,80,75,150,50,75,150,Gray,1.9,205.0,Its body is said to be harder than any kind of metal. A study has revealed that its body is hollow.
380,Latias,DRAGON,PSYCHIC,80,80,90,110,110,130,Red,1.4,40.0,It can telepathically communicate with people. It changes its appearance using its down that refracts light.
381,Latios,DRAGON,PSYCHIC,80,90,80,110,130,110,Blue,2.0,60.0,It understands human speech and is highly intelligent. It is a tender Pokémon that dislikes fighting.
382,Kyogre,WATER,None,100,100,90,90,150,140,Blue,4.5,352.0,It is said to have widened the seas by causing downpours. It had been asleep in a marine trench.
383,Groudon,GROUND,None,100,150,140,90,100,90,Red,3.5,950.0,This legendary Pokémon is said to represent the land. It went to sleep after dueling Kyogre.
384,Rayquaza,DRAGON,FLYING,105,150,90,95,150,90,Green,7.0,206.5,"It flies in the ozone layer, way up high in the sky. Until recently, no one had ever seen it."
385,Jirachi,STEEL,PSYCHIC,100,100,100,100,100,100,Yellow,0.3,1.1,It is said to have the ability to grant any wish for just one week every thousand years.
386,Deoxys,PSYCHIC,None,50,150,50,150,150,50,Red,1.7,60.8,DNA from a space virus mutated and became a Pokémon. It appears where auroras are seen.
387,Turtwig,GRASS,None,55,68,64,31,45,55,Green,0.4,10.2,"It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty."
388,Grotle,GRASS,None,75,89,85,36,55,65,Green,1.1,97.0,It knows where pure water wells up. It carries fellow Pokémon there on its back.
389,Torterra,GRASS,GROUND,95,109,105,56,75,85,Green,2.2,310.0,Small Pokémon occasionally gather on its unmoving back to begin building their nests.
390,Chimchar,FIRE,None,44,58,44,61,58,44,Brown,0.5,6.2,The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.
391,Monferno,FIRE,FIGHTING,64,78,52,81,78,52,Brown,0.9,22.0,It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.
392,Infernape,FIRE,FIGHTING,76,104,71,108,104,71,Brown,1.2,55.0,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.
393,Piplup,WATER,None,53,51,53,40,61,56,Blue,0.4,5.2,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold."
394,Prinplup,WATER,None,64,66,68,50,81,76,Blue,0.8,23.0,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.
395,Empoleon,WATER,STEEL,84,86,88,60,111,101,Blue,1.7,84.5,The three horns that extend from its beak attest to its power. The leader has the biggest horns.
396,Starly,NORMAL,FLYING,40,55,30,60,30,30,Brown,0.3,2.0,"They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying."
397,Staravia,NORMAL,FLYING,55,75,50,80,40,40,Brown,0.6,15.5,It lives in forests and fields. Squabbles over territory occur when flocks collide.
398,Staraptor,NORMAL,FLYING,85,120,70,100,50,60,Brown,1.2,24.9,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings."
399,Bidoof,NORMAL,None,59,45,40,31,35,40,Brown,0.5,20.0,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.
400,Bibarel,NORMAL,WATER,79,85,60,71,55,60,Brown,1.0,31.5,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.
401,Kricketot,BUG,None,37,25,41,25,25,41,Red,0.3,2.2,"When its antennae hit each other, it sounds like the music of a xylophone."
402,Kricketune,BUG,None,77,85,51,65,55,51,Red,1.0,25.5,It signals its emotions with its melodies. Scientists are studying these melodic patterns.
403,Shinx,ELECTRIC,None,45,65,34,45,40,34,Blue,0.5,9.5,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.
404,Luxio,ELECTRIC,None,60,85,49,60,60,49,Blue,0.9,30.5,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.
405,Luxray,ELECTRIC,None,80,120,79,70,95,79,Blue,1.4,42.0,Luxray's ability to see through objects comes in handy when it's scouting for danger.
406,Budew,GRASS,POISON,40,30,35,55,50,70,Green,0.2,1.2,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen."
407,Roserade,GRASS,POISON,60,70,65,90,125,105,Green,0.9,14.5,"With the movements of a dancer, it strikes with whips that are densely lined with poison thorns."
408,Cranidos,ROCK,None,67,125,40,58,30,30,Blue,0.9,31.5,"A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with headbutts."
409,Rampardos,ROCK,None,97,165,60,58,65,50,Blue,1.6,102.5,Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.
410,Shieldon,ROCK,STEEL,30,42,118,30,42,88,Gray,0.5,57.0,It was generated from a fossil dug out of a layer of clay that was older than anyone knows. It has a sturdy face.
411,Bastiodon,ROCK,STEEL,60,52,168,30,47,138,Gray,1.3,149.5,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.
412,Burmy,BUG,None,40,29,45,36,29,45,Green,0.2,3.4,"If its cloak is broken in battle, it quickly remakes the cloak with materials nearby."
413,Wormadam,BUG,GRASS,60,59,85,36,79,105,Green,0.5,6.5,"When Burmy evolved, its cloak became a part of this Pokémon's body. The cloak is never shed."
414,Mothim,BUG,FLYING,70,94,50,66,94,50,Yellow,0.9,23.3,It flutters around at night and steals honey from the Combee hive.
415,Combee,BUG,FLYING,30,30,42,70,30,42,Yellow,0.3,5.5,"It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep."
416,Vespiquen,BUG,FLYING,70,80,102,40,80,102,Yellow,1.2,38.5,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.
417,Pachirisu,ELECTRIC,None,60,45,70,95,45,90,White,0.4,3.9,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.
418,Buizel,WATER,None,55,65,35,85,60,30,Brown,0.7,29.5,It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.
419,Floatzel,WATER,None,85,105,55,115,85,50,Brown,1.1,33.5,Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.
420,Cherubi,GRASS,None,45,35,45,35,62,53,Pink,0.4,3.3,It evolves by sucking the energy out of the small ball where it had been storing nutrients.
421,Cherrim,GRASS,None,70,60,70,85,87,78,Purple,0.5,9.3,"If it senses strong sunlight, it opens its folded petals to absorb the sun's rays with its whole body."
422,Shellos,WATER,None,76,48,48,34,57,62,Purple,0.3,6.3,"Its shape and coloration vary, depending on its habitat."
423,Gastrodon,WATER,GROUND,111,83,68,39,92,82,Purple,0.9,29.9,It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.
424,Ambipom,NORMAL,None,75,100,66,115,60,66,Purple,1.2,20.3,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now."
425,Drifloon,GHOST,FLYING,90,50,34,70,60,44,Purple,0.4,1.2,"These Pokémon are called the ""Signpost for Wandering Spirits."" Children holding them sometimes vanish."
426,Drifblim,GHOST,FLYING,150,80,44,80,90,54,Purple,1.2,15.0,"It's drowsy in daytime, but flies off in the evening in big groups. No one knows where they go."
427,Buneary,NORMAL,None,55,66,44,85,44,56,Brown,0.4,5.5,"When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur."
428,Lopunny,NORMAL,None,65,76,84,105,54,96,Brown,1.2,33.3,"The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs."
429,Mismagius,GHOST,None,60,60,60,105,105,105,Purple,0.9,4.4,Its cries sound like incantations to torment the foe. It appears where you least expect it.
430,Honchkrow,DARK,FLYING,100,125,52,71,105,52,Black,0.9,27.3,"Becoming active at night, it is known to swarm with numerous Murkrow in tow."
431,Glameow,NORMAL,None,49,55,42,85,42,37,Gray,0.5,3.9,"When it's happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon."
432,Purugly,NORMAL,None,71,82,64,112,64,59,Gray,1.0,43.8,"To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails."
433,Chingling,PSYCHIC,None,45,30,50,45,65,50,Yellow,0.2,0.6,"There is an orb inside its mouth. When it hops, the orb bounces all over and makes a ringing sound."
434,Stunky,POISON,DARK,63,63,47,74,41,41,Purple,0.4,19.2,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.
435,Skuntank,POISON,DARK,103,93,67,84,71,61,Purple,1.0,38.0,It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.
436,Bronzor,STEEL,PSYCHIC,57,24,86,23,24,86,Green,0.5,60.5,Implements shaped like it were discovered in ancient tombs. It is unknown if they are related.
437,Bronzong,STEEL,PSYCHIC,67,89,116,33,79,116,Green,1.3,187.0,Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.
438,Bonsly,ROCK,None,50,80,95,10,10,45,Brown,0.5,15.0,It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.
439,Mime Jr.,PSYCHIC,FAIRY,20,25,45,60,70,90,Pink,0.6,13.0,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon."
440,Happiny,NORMAL,None,100,5,5,30,15,65,Pink,0.6,24.4,"It carefully carries a round, white rock that it thinks is an egg. It's bothered by how curly its hair looks."
441,Chatot,NORMAL,FLYING,76,65,45,91,92,42,Black,0.5,1.9,"It can learn and speak human words. If they gather, they all learn the same saying."
442,Spiritomb,GHOST,DARK,50,92,108,35,92,108,Purple,1.0,108.0,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.
443,Gible,DRAGON,GROUND,58,70,45,42,40,45,Blue,0.7,20.5,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close."
444,Gabite,DRAGON,GROUND,68,90,65,82,50,55,Blue,1.4,56.0,"As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest."
445,Garchomp,DRAGON,GROUND,108,130,95,102,80,85,Blue,1.9,95.0,It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.
446,Munchlax,NORMAL,None,135,85,40,5,40,85,Black,0.6,105.0,It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.
447,Riolu,FIGHTING,None,40,70,40,60,35,40,Blue,0.7,20.2,The aura that emanates from its body intensifies to alert others if it is afraid or sad.
448,Lucario,FIGHTING,STEEL,70,110,70,90,115,70,Blue,1.2,54.0,"By reading the auras of all things, it can tell how others are feeling from over half a mile away."
449,Hippopotas,GROUND,None,68,72,78,32,38,42,Brown,0.8,49.5,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.
450,Hippowdon,GROUND,None,108,112,118,47,68,72,Brown,2.0,300.0,It blasts internally stored sand from ports on its body to create a towering twister for attack.
451,Skorupi,POISON,BUG,40,50,90,65,30,55,Purple,0.8,12.0,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.
452,Drapion,POISON,DARK,70,90,110,95,60,75,Purple,1.3,61.5,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.
453,Croagunk,POISON,FIGHTING,48,61,40,50,61,40,Blue,0.7,23.0,"Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab."
454,Toxicroak,POISON,FIGHTING,83,106,65,85,86,65,Blue,1.3,44.4,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.
455,Carnivine,GRASS,None,74,100,72,46,90,72,Green,1.4,27.0,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.
456,Finneon,WATER,None,49,49,56,66,49,61,Blue,0.4,7.0,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives."
457,Lumineon,WATER,None,69,69,76,91,69,86,Blue,1.2,24.0,"To avoid detection by predators, it crawls along the seafloor using the two fins on its chest."
458,Mantyke,WATER,FLYING,45,20,50,50,60,120,Blue,1.0,65.0,"When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back."
459,Snover,GRASS,ICE,60,62,50,40,62,60,White,1.0,50.5,"In the spring, it grows berries with the texture of frozen treats around its belly."
460,Abomasnow,GRASS,ICE,90,92,75,60,92,85,White,2.2,135.5,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.
461,Weavile,DARK,ICE,70,120,65,125,45,85,Black,1.1,34.0,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination."
462,Magnezone,ELECTRIC,STEEL,70,70,115,60,130,90,Gray,1.2,180.0,It evolved from exposure to a special magnetic field. Three units generate magnetism.
463,Lickilicky,NORMAL,None,110,85,95,50,80,95,Pink,1.7,140.0,Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.
464,Rhyperior,GROUND,ROCK,115,140,130,40,55,55,Gray,2.4,282.8,It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.
465,Tangrowth,GRASS,None,100,100,125,50,110,50,Blue,2.0,128.6,"Its vines grow so profusely that, in the warm season, you can't even see its eyes."
466,Electivire,ELECTRIC,None,75,123,67,95,95,85,Yellow,1.8,138.6,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power."
467,Magmortar,FIRE,None,75,95,67,83,125,95,Red,1.6,68.0,"It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles."
468,Togekiss,FAIRY,FLYING,85,50,95,80,120,115,White,1.5,38.0,It shares many blessings with people who respect one another's rights and avoid needless strife.
469,Yanmega,BUG,FLYING,86,76,86,95,116,56,Green,1.9,51.5,This six-legged Pokémon is easily capable of transporting an adult in flight. The wings on its tail help it stay balanced.
470,Leafeon,GRASS,None,65,110,130,95,60,65,Green,1.0,25.5,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air."
471,Glaceon,ICE,None,65,60,110,65,130,95,Blue,0.8,25.9,It lowers its body heat to freeze its fur. The hairs then become like needles it can fire.
472,Gliscor,GROUND,FLYING,75,95,125,95,45,75,Purple,2.0,42.5,Its flight is soundless. It uses its lengthy tail to carry off its prey... Then its elongated fangs do the rest.
473,Mamoswine,ICE,GROUND,110,130,80,80,70,60,Brown,2.5,291.0,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.
474,Porygon-Z,NORMAL,None,85,80,70,90,135,75,Red,0.9,34.0,Its programming was modified to enable it to travel through alien dimensions. Seems there might have been an error...
475,Gallade,PSYCHIC,FIGHTING,68,125,65,80,65,115,White,1.6,52.0,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows."
476,Probopass,ROCK,STEEL,60,55,145,40,75,150,Gray,1.4,340.0,It freely controls three small units called Mini-Noses using magnetic force.
477,Dusknoir,GHOST,None,45,100,135,45,65,135,Black,2.2,106.6,The antenna on its head captures radio waves from the world of spirits that command it to take people there.
478,Froslass,ICE,GHOST,70,80,70,110,80,70,White,1.3,26.6,Legends in snowy regions say that a woman who was lost on an icy mountain was reborn as Froslass.
479,Rotom,ELECTRIC,GHOST,50,50,77,91,95,77,Red,0.3,0.3,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.
480,Uxie,PSYCHIC,None,75,75,130,95,75,130,Yellow,0.3,0.3,It is said that its emergence gave humans the intelligence to improve their quality of life.
481,Mesprit,PSYCHIC,None,80,105,105,80,105,105,Pink,0.3,0.3,It sleeps at the bottom of a lake. Its spirit is said to leave its body to fly on the lake's surface.
482,Azelf,PSYCHIC,None,75,125,70,115,125,70,Blue,0.3,0.3,"It is thought that Uxie, Mesprit, and Azelf all came from the same egg."
483,Dialga,STEEL,DRAGON,100,120,120,90,150,100,White,5.4,683.0,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.
484,Palkia,WATER,DRAGON,90,120,100,100,150,120,Purple,4.2,336.0,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.
485,Heatran,FIRE,STEEL,91,90,106,77,130,106,Brown,1.7,430.0,"Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves."
486,Regigigas,NORMAL,None,110,160,110,100,80,110,White,3.7,420.0,There is an enduring legend that states this Pokémon towed continents with ropes.
487,Giratina,GHOST,DRAGON,150,100,120,90,100,120,Black,4.5,750.0,It was banished for its violence. It silently gazed upon the old world from the Distortion World.
488,Cresselia,PSYCHIC,None,120,70,120,85,75,130,Yellow,1.5,85.6,Those who sleep holding Cresselia's feather are assured of joyful dreams. It is said to represent the crescent moon.
489,Phione,WATER,None,80,80,80,80,80,80,Blue,0.4,3.1,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted."
490,Manaphy,WATER,None,100,100,100,100,100,100,Blue,0.3,1.4,It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.
491,Darkrai,DARK,None,70,90,90,125,135,90,Black,1.5,50.5,It can lull people to sleep and make them dream. It is active during nights of the new moon.
492,Shaymin,GRASS,None,100,100,100,100,100,100,Green,0.2,2.1,The blooming of Gracidea flowers confers the power of flight upon it. Feelings of gratitude are the message it delivers.
493,Arceus,NORMAL,None,120,120,120,120,120,120,White,3.2,320.0,It is told in mythology that this Pokémon was born before the universe even existed.
494,Victini,PSYCHIC,FIRE,100,100,100,100,100,100,Yellow,0.4,4.0,"When it shares the infinite energy it creates, that being's entire body will be overflowing with power."
495,Snivy,GRASS,None,45,45,55,63,45,55,Green,0.6,8.1,"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop."
496,Servine,GRASS,None,60,60,75,83,60,75,Green,0.8,16.0,"When it gets dirty, its leaves can't be used in photosynthesis, so it always keeps itself clean."
497,Serperior,GRASS,None,75,75,95,113,75,95,Green,3.3,63.0,It can stop its opponents' movements with just a glare. It takes in solar energy and boosts it internally.
498,Tepig,FIRE,None,65,63,45,45,45,45,Red,0.5,9.9,"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp."
499,Pignite,FIRE,FIGHTING,90,93,55,55,70,55,Red,1.0,55.5,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke."
500,Emboar,FIRE,FIGHTING,110,123,65,65,100,65,Red,1.6,150.0,It has mastered fast and powerful fighting moves. It grows a beard of fire.
501,Oshawott,WATER,None,55,55,45,45,63,45,Blue,0.5,5.9,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing."
502,Dewott,WATER,None,75,75,60,60,83,60,Blue,0.8,24.5,"As a result of strict training, each Dewott learns different forms for using the scalchops."
503,Samurott,WATER,None,95,100,85,70,108,70,Blue,1.5,94.6,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.
504,Patrat,NORMAL,None,45,55,39,42,35,39,Brown,0.5,11.6,"Extremely cautious, one of them will always be on the lookout, but it won't notice a foe coming from behind."
505,Watchog,NORMAL,None,60,85,69,77,60,69,Brown,1.1,27.0,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches."
506,Lillipup,NORMAL,None,45,60,45,55,25,45,Brown,0.4,4.1,"Though it is a very brave Pokémon, it's also smart enough to check its foe's strength and avoid battle."
507,Herdier,NORMAL,None,65,80,65,60,35,65,Gray,0.9,14.7,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives."
508,Stoutland,NORMAL,None,85,110,90,80,45,90,Gray,1.2,61.0,Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.
509,Purrloin,DARK,None,41,50,37,66,50,37,Purple,0.4,10.1,"They steal from people for fun, but their victims can't help but forgive them. Their deceptively cute act is perfect."
510,Liepard,DARK,None,64,88,50,106,88,50,Purple,1.1,37.5,"Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react."
511,Pansage,GRASS,None,50,53,48,64,53,48,Green,0.6,10.5,It's good at finding berries and gathers them from all over. It's kind enough to share them with friends.
512,Simisage,GRASS,None,75,98,63,101,98,63,Green,1.1,30.5,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter."
513,Pansear,FIRE,None,50,53,48,64,53,48,Red,0.6,11.0,This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.
514,Simisear,FIRE,None,75,98,63,101,98,63,Red,1.0,28.0,"When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets."
515,Panpour,WATER,None,50,53,48,64,53,48,Blue,0.6,13.5,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.
516,Simipour,WATER,None,75,98,63,101,98,63,Blue,1.0,29.0,"It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail."
517,Munna,PSYCHIC,None,76,25,45,24,67,55,Pink,0.6,23.3,"It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist."
518,Musharna,PSYCHIC,None,116,55,85,29,107,95,Pink,1.1,60.5,The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.
519,Pidove,NORMAL,FLYING,50,55,50,43,36,30,Gray,0.3,2.1,These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.
520,Tranquill,NORMAL,FLYING,62,77,62,65,50,42,Gray,0.6,15.0,"No matter where in the world it goes, it knows where its nest is, so it never gets separated from its Trainer."
521,Unfezant,NORMAL,FLYING,80,115,80,93,65,55,Gray,1.2,29.0,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.
522,Blitzle,ELECTRIC,None,45,60,32,76,50,32,Black,0.8,29.8,Its mane shines when it discharges electricity. They use the frequency and rhythm of these flashes to communicate.
523,Zebstrika,ELECTRIC,None,75,100,63,116,80,63,Black,1.6,79.5,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates."
524,Roggenrola,ROCK,None,55,75,85,15,25,25,Blue,0.4,18.0,They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core.
525,Boldore,ROCK,None,70,105,105,20,50,40,Blue,0.9,102.0,"When it is healthy, its core sticks out. Always facing the same way, it swiftly moves front to back and left to right."
526,Gigalith,ROCK,None,85,135,130,25,60,80,Blue,1.7,260.0,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.
527,Woobat,PSYCHIC,FLYING,65,45,43,72,55,43,Blue,0.4,2.1,The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.
528,Swoobat,PSYCHIC,FLYING,67,57,55,114,77,55,Blue,0.9,10.5,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.
529,Drilbur,GROUND,None,60,85,40,68,30,45,Gray,0.3,8.5,"By spinning its body, it can dig straight through the ground at a speed of 30 mph."
530,Excadrill,GROUND,STEEL,110,135,60,88,50,65,Gray,0.7,40.4,"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels."
531,Audino,NORMAL,None,103,60,86,50,60,86,Pink,1.1,31.0,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling."
532,Timburr,FIGHTING,None,75,80,55,35,25,35,Gray,0.6,12.5,"Always carrying squared logs, they help out with construction. As they grow, they carry bigger logs."
533,Gurdurr,FIGHTING,None,85,105,85,40,40,50,Gray,1.2,40.0,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.
534,Conkeldurr,FIGHTING,None,105,140,95,45,55,65,Brown,1.4,87.0,"Rather than rely on force, they master moves that utilize the centrifugal force of spinning concrete."
535,Tympole,WATER,None,50,50,40,64,50,40,Blue,0.5,4.5,"By vibrating its cheeks, it emits sound waves imperceptible to humans. It uses the rhythm of these sounds to talk."
536,Palpitoad,WATER,GROUND,75,65,55,69,65,55,Blue,0.8,17.0,"It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents."
537,Seismitoad,WATER,GROUND,105,95,75,74,85,75,Blue,1.5,62.0,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.
538,Throh,FIGHTING,None,120,100,85,45,30,85,Red,1.3,55.5,"When it encounters a foe bigger than itself, it wants to throw it. It changes belts as it gets stronger."
539,Sawk,FIGHTING,None,75,125,75,85,30,75,Blue,1.4,51.0,Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.
540,Sewaddle,BUG,GRASS,45,53,70,42,40,60,Yellow,0.3,2.5,"Since this Pokémon makes its own clothes out of leaves, it is a popular mascot for fashion designers."
541,Swadloon,BUG,GRASS,55,63,90,42,50,80,Green,0.5,7.3,"It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests."
542,Leavanny,BUG,GRASS,75,103,80,92,70,70,Yellow,1.2,20.5,It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.
543,Venipede,BUG,POISON,30,45,59,57,30,39,Red,0.4,5.3,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it."
544,Whirlipede,BUG,POISON,40,55,99,47,40,79,Gray,1.2,58.5,"It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent."
545,Scolipede,BUG,POISON,60,100,89,112,55,69,Red,2.5,200.5,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails."
546,Cottonee,GRASS,FAIRY,40,27,60,66,37,50,Green,0.3,0.6,"Perhaps because they feel more at ease in a group, they stick to others they find. They end up looking like a cloud."
547,Whimsicott,GRASS,FAIRY,60,67,85,116,77,75,Green,0.7,6.6,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind."
548,Petilil,GRASS,None,45,35,50,30,70,50,Green,0.5,6.6,"Since they prefer moist, nutrient-rich soil, the areas where Petilil live are known to be good for growing plants."
549,Lilligant,GRASS,None,70,60,75,90,110,75,Green,1.1,16.3,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.
550,Basculin,WATER,None,70,92,65,98,80,55,Green,1.0,18.0,"Red and blue Basculin usually do not get along, but sometimes members of one school mingle with the other's school."
551,Sandile,GROUND,DARK,50,72,35,65,35,35,Brown,0.7,15.2,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.
552,Krokorok,GROUND,DARK,60,82,45,74,45,45,Brown,1.0,33.4,"The special membrane covering its eyes can sense the heat of objects, so it can see its surroundings even in darkness."
553,Krookodile,GROUND,DARK,95,117,80,92,65,70,Red,1.5,96.3,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile."
554,Darumaka,FIRE,None,70,90,45,50,15,45,Red,0.6,37.5,"When it sleeps, it pulls its limbs into its body and its internal fire goes down to 1,100 degrees Fahrenheit."
555,Darmanitan,FIRE,None,105,140,55,95,30,55,Red,1.3,92.9,"Its internal fire burns at 2,500 degrees Fahrenheit, making enough power that it can destroy a dump truck with one punch."
556,Maractus,GRASS,None,75,86,67,60,106,67,Green,1.0,28.0,"Arid regions are their habitat. They move rhythmically, making a sound similar to maracas."
557,Dwebble,BUG,ROCK,50,65,85,55,35,35,Red,0.3,14.5,"When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into."
558,Crustle,BUG,ROCK,70,105,125,45,65,75,Red,1.4,200.0,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle."
